"SAMPLEID","INDEX_NAME","INDEX_CLASS","DRAINSQMI","nt_ffg_pred","nt_ffg_pred_NoChi","nt_habit_climb","nt_habit_cling","nt_Odon","nt_Pleco","nt_POET","nt_total","nt_Trich","nt_tv_intol2","nt_tv_intol4","pt_ffg_col","pt_habit_cling","pt_Insect","pt_longlived","pt_NonIns","pt_Odon","pt_Trich","pt_tv_toler6","pt_tv_toler8","ni_total","pi_Chi2Dipt","pi_dom05","pi_ffg_filt","pi_TrichNoHydro","pi_tv_toler8","x_HBI","x_HBI2","SC_pi_dom05","SC_x_HBI","SC_nt_tv_intol4","SC_nt_Odon","SC_nt_ffg_pred","SC_nt_total","SC_pi_TrichNoHydro","SC_pi_tv_toler8","SC_nt_habit_climb","SC_pt_habit_cling","SC_pt_Insect","SC_nt_Pleco","SC_nt_ffg_pred_NoChi","SC_pt_tv_toler6","SC_nt_Trich","SC_nt_habit_cling","SC_pi_ffg_filt","SC_nt_tv_intol2","SC_nt_POET","SC_pt_Trich","SC_pt_ffg_col","SC_pt_longlived","SC_pt_NonIns","SC_pt_Odon","SC_pt_tv_toler8","SC_x_HBI2","SC_pi_Chi2Dipt","sum_Index","Index","Index_Nar"
20050158,"MN_IBI_Bugs","3",210.8535935,10,9,6,19,0.602059991327962,0.602059991327962,21,47,7,3,10,31.9148936170213,40.4255319148936,1.17458875509969,19.1489361702128,14.8936170212766,6.38297872340426,14.8936170212766,48.936170212766,19.1489361702128,314,84.2696629213483,39.171974522293,24.203821656051,3.5031847133758,25.796178343949,6.60330457589899,6.60330457589899,9.74543489110473,5.12495828621068,NA,7.73705565136192,NA,NA,NA,NA,3.53099730458221,7.87233919547892,5.23767560634318,9.99999985596057,4.61538461538462,9.59713903776338,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.4609844441902,68.4609844441902,"No Narrative"
20081568,"MN_IBI_Bugs","3",12.78110115,22,15,7,15,0.602059991327962,0,15,52,6,0,6,23.0769230769231,28.8461538461538,1.16773925232878,3.84615384615385,15.3846153846154,5.76923076923077,11.5384615384615,69.2307692307692,32.6923076923077,304,82.089552238806,52.9605263157895,35.5263157894737,1.97368421052632,30.2631578947368,7.12879340044479,7.12879340044479,6.30368500218172,3.5800249827502,NA,7.73705565136192,NA,NA,NA,NA,4.60916442048518,3.40945459547785,5.00742086994818,0,9.23076923076923,5.24211692574445,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1196916787187,49.1196916787187,"No Narrative"
20101936,"MN_IBI_Bugs","1",3130.446842,5,5,8,6,2,0,11,23,4,3,6,34.7826086956522,26.0869565217391,60.8695652173913,13.0434782608696,39.1304347826087,8.69565217391304,17.3913043478261,47.8260869565217,17.3913043478261,329,100,88.7537993920973,0.911854103343465,0.57235598493648,3.03951367781155,6.49017621375914,6.49017621375914,0,6.48454606025101,3.29973107191764,4,1.04553119730185,0,4.15711670409483,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9869250335653,36.2336562919567,"No Narrative"
20131433,"MN_IBI_Bugs","1",3278.66119,10,9,10,11,5,0,18,35,6,1,5,28.5714285714286,31.4285714285714,82.8571428571429,14.2857142857143,17.1428571428571,14.2857142857143,17.1428571428571,65.7142857142857,31.4285714285714,320,100,71.25,10.625,0.64713836606315,11.5625,6.76463429627266,6.76463429627266,2.71735203252053,5.5198905914587,2.7497758932647,10,4.41821247892074,3.27868852459016,4.70027357488071,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3841930956355,54.2302413695444,"No Narrative"
20131452,"MN_IBI_Bugs","4",17.72000413,17,14,12,12,2,0,11,51,5,0.477121254719662,8,33.3333333333333,23.5294117647059,80.3921568627451,9.80392156862745,19.6078431372549,3.92156862745098,9.80392156862745,62.7450980392157,27.4509803921569,305,74.6478873239437,50.4918032786885,12.4590163934426,0.0342141005311017,21.6393442622951,6.28084299088853,6.28084299088853,8.47030358248905,8.4939086693197,NA,NA,9.28571428571429,9.41434846266471,0.319026275542836,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,3.22739824797986,7.92481238945724,6.42857142857143,5.96760495199975,NA,NA,NA,NA,NA,NA,NA,66.1983549604055,66.1983549604055,"No Narrative"
20131467,"MN_IBI_Bugs","4",20.25252541,14,10,8,14,0,0,9,49,7,0.301029995663981,7,32.6530612244898,28.5714285714286,85.7142857142857,2.04081632653061,14.2857142857143,0,14.2857142857143,69.3877551020408,32.6530612244898,307,90.4761904761905,52.442996742671,11.0749185667752,0.0287354682344926,57.6547231270358,7.59892443533915,7.59892443533915,8.06013314971649,4.17031721214747,NA,NA,7.14285714285714,8.82869692532943,0.267941265867744,NA,NA,NA,NA,NA,NA,NA,NA,8,2.85913471369306,4.99999992798029,5,8.69565293005678,NA,NA,NA,NA,NA,NA,NA,58.0247332676484,58.0247332676484,"No Narrative"
20131679,"MN_IBI_Bugs","1",3839.407896,3,3,0,14,0,2,13,17,7,1,4,23.5294117647059,82.3529411764706,94.1176470588235,23.5294117647059,5.88235294117647,0,41.1764705882353,58.8235294117647,23.5294117647059,545,0,83.302752293578,70.6422018348624,0.702145846509468,29.1743119266055,7.42667656394639,7.42667656394639,0,3.19296806750038,2.19982071461176,0,0,0,5.09980205336588,7.51446333482388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0070541703019,22.5088177128774,"No Narrative"
20132112,"MN_IBI_Bugs","7",316.8952772,4,4,4,13,1,0,14,33,5,0,2,48.4848484848485,39.3939393939394,87.8787878787879,9.09090909090909,12.1212121212121,3.03030303030303,15.1515151515152,69.6969696969697,24.2424242424242,323,59.3023255813954,68.7306501547988,49.8452012383901,0.0106254714446159,15.4798761609907,6.93706405823219,6.93706405823219,4.63622159393143,6.34136201696464,NA,NA,0,4.14348462664714,0.0990762442455889,NA,NA,NA,NA,NA,NA,NA,NA,7.33333333333333,10,0,8.57142857142857,9.22266219854507,NA,NA,NA,NA,NA,NA,NA,50.3475685850958,50.3475685850958,"No Narrative"
20132113,"MN_IBI_Bugs","5",216.026011,13,11,7,26,0.477121254719662,0.778151250383644,27,55,10,4,10,34.5454545454545,47.2727272727273,1.2060064195069,18.1818181818182,12.7272727272727,3.63636363636364,18.1818181818182,49.0909090909091,16.3636363636364,324,68.4210526315789,38.2716049382716,28.0864197530864,21.6049382716049,18.5185185185185,6.3763134890469,6.3763134890469,9.97017545575611,5.79231042251839,NA,6.13147153670067,NA,NA,NA,NA,4.60916442048518,10,6.29382030445935,10,6.15384615384615,9.56393359057496,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.5147218843408,76.5147218843408,"No Narrative"
20132117,"MN_IBI_Bugs","8",120.2283898,5,4,4,16,2,1,15,35,6,3,6,37.1428571428571,45.7142857142857,85.7142857142857,14.2857142857143,14.2857142857143,5.71428571428571,17.1428571428571,45.7142857142857,20,304,35.4166666666667,63.8157894736842,63.1578947368421,1.64473684210526,9.53947368421053,6.10553576172543,6.10553576172543,NA,3.28990832126181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2.5,3.33333333333333,NA,2.4025974025974,4.14285714285714,3.55231333385348,5.98981731057203,5.36406721240844,NA,NA,30.5748940568836,33.9381324031408,"No Narrative"
20132120,"MN_IBI_Bugs","7",108.9133571,6,4,4,10,1,0,13,33,1,0.477121254719662,4,48.4848484848485,30.3030303030303,75.7575757575758,18.1818181818182,24.2424242424242,3.03030303030303,3.03030303030303,66.6666666666667,24.2424242424242,324,35.1724137931034,79.6296296296296,41.0493827160494,0.00133835077226225,11.4197530864198,6.65003080949229,6.65003080949229,2.34509095491923,7.28289298790818,NA,NA,1.42857142857143,4.14348462664714,0.0124793303233728,NA,NA,NA,NA,NA,NA,NA,NA,5.33333333333333,10,7.92481238945724,7.85714285714286,1.84453243970901,NA,NA,NA,NA,NA,NA,NA,48.1723403480118,48.1723403480118,"No Narrative"
20132132,"MN_IBI_Bugs","2",1082.312652,6,4,2,15,0,1,16,30,5,0,3,33.3333333333333,50,96.6666666666667,13.3333333333333,3.33333333333333,0,16.6666666666667,66.6666666666667,26.6666666666667,318,70.4545454545455,59.748427672956,14.7798742138365,0.46041556121681,32.0754716981132,7.2186713720341,7.2186713720341,5.55388951471605,3.92405728913225,1.64986553595882,0,1.72006745362563,1.78837555886736,3.34407479039816,7.0743060625157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.054636205214,31.3182952565175,"No Narrative"
20132141,"MN_IBI_Bugs","2",594.5507217,6,5,5,13,2,1,18,34,5,1,4,32.3529411764706,38.2352941176471,91.1764705882353,17.6470588235294,8.82352941176471,5.88235294117647,14.7058823529412,73.5294117647059,38.2352941176471,311,90.2439024390244,46.9453376205788,20.9003215434084,0.215660511107875,43.0868167202572,7.45188169639727,7.45188169639727,8.71140952927097,3.10437796792051,2.19982071461176,4,1.72006745362563,2.9806259314456,1.56637815753717,5.40369018089798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6863699353096,37.107962419137,"No Narrative"
20132470,"MN_IBI_Bugs","2",931.7068641,10,6,5,16,1,0,20,38,7,2,7,28.9473684210526,42.1052631578947,97.3684210526316,7.89473684210526,2.63157894736842,2.63157894736842,18.4210526315789,60.5263157894737,28.9473684210526,304,93.9393939393939,48.6842105263158,24.0131578947368,0.47329484686661,33.8815789473684,7.07956698530002,7.07956698530002,8.28256571264778,4.41297642085219,3.84968625057058,2,4.41821247892074,4.17287630402385,3.43761918395864,6.80028763439064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3742239853644,46.7177799817055,"No Narrative"
20132479,"MN_IBI_Bugs","7",32.58848937,11,8,4,16,1,0,10,40,3,0,6,35,40,80,12.5,20,2.5,7.5,72.5,35,316,97.752808988764,55.379746835443,9.81012658227848,0.00816878907742713,42.4050632911392,7.47953884232396,7.47953884232396,7.44278377932727,4.5619277095436,NA,NA,5,6.19326500732064,0.0761691324516215,NA,NA,NA,NA,NA,NA,NA,NA,9.33333333333333,2.52261459396288,0,5.71428571428571,4.56521778827981,NA,NA,NA,NA,NA,NA,NA,45.4095970585049,45.4095970585049,"No Narrative"
20132487,"MN_IBI_Bugs","5",10.27081935,8,5,5,18,0.477121254719662,0,11,42,6,0,3,35.7142857142857,42.8571428571429,1.15026199151093,16.6666666666667,16.6666666666667,4.76190476190476,14.2857142857143,73.8095238095238,28.5714285714286,316,91.5966386554622,60.4430379746835,39.5569620253165,3.16455696202532,52.2151898734177,7.38877527767585,7.38877527767585,4.43598097810789,2.81568016385211,NA,6.13147153670067,NA,NA,NA,NA,2.45283018867925,8.80952243303593,4.41990054663186,0,1.53846153846154,4.25956105369716,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8634084391664,38.8634084391664,"No Narrative"
20132488,"MN_IBI_Bugs","7",69.62765555,11,6,6,19,1,0,16,45,7,0,4,35.5555555555556,42.2222222222222,86.6666666666667,6.66666666666667,13.3333333333333,2.22222222222222,15.5555555555556,66.6666666666667,24.4444444444444,310,89.6103896103896,45.1612903225806,17.4193548387097,0.0124289892229085,18.7096774193548,6.62595035469643,6.62595035469643,9.5908581796964,7.36188207396088,NA,NA,5,7.65739385065886,0.11589298210374,NA,NA,NA,NA,NA,NA,NA,NA,10,4.54718340472059,0,10,9.46859985717293,NA,NA,NA,NA,NA,NA,NA,63.7418103483134,63.7418103483134,"No Narrative"
20132632,"MN_IBI_Bugs","4",88.77341912,4,3,7,10,0,0,9,31,4,0.477121254719662,7,51.6129032258064,32.258064516129,74.1935483870968,3.2258064516129,25.8064516129032,0,12.9032258064516,64.5161290322581,16.1290322580645,309,99.0909090909091,61.4886731391586,35.2750809061489,0.0097286031935692,5.50161812297735,6.25771795488744,6.25771795488744,6.158594901072,8.56976377563509,NA,NA,0,3.55783308931186,0.0907134776276577,NA,NA,NA,NA,NA,NA,NA,NA,5.33333333333333,9.29801290691318,7.92481238945724,5,7.85413813037386,NA,NA,NA,NA,NA,NA,NA,53.7872020037242,53.7872020037242,"No Narrative"
20132637,"MN_IBI_Bugs","8",8.996566397,6,6,2,15,2,1,11,24,5,3,7,29.1666666666667,62.5,91.6666666666667,12.5,8.33333333333333,8.33333333333333,20.8333333333333,54.1666666666667,4.16666666666667,309,35.2941176470588,69.57928802589,67.9611650485437,27.5080906148867,3.55987055016181,4.46210192115053,4.46210192115053,NA,9.13842732686644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909090909090909,NA,NA,NA,NA,2.5,1.42857142857143,NA,6.43097643097643,3.25,6.80320407791735,8.73515024458421,10,NA,NA,49.1954204180068,54.6069166639875,"No Narrative"
20132659,"MN_IBI_Bugs","8",149.2345847,9,7,10,21,2,2,22,47,7,2,4,38.2978723404255,44.6808510638298,91.4893617021277,10.6382978723404,8.51063829787234,4.25531914893617,14.8936170212766,68.0851063829787,27.6595744680851,317,54.8611111111111,58.9905362776025,36.9085173501577,3.15457413249211,8.51735015772871,6.39868798830226,6.39868798830226,NA,2.24666196333715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81818181818182,NA,NA,NA,NA,1.66666666666667,6.66666666666667,NA,1.81925639372448,2.31914893617021,6.70636903447715,4.46050225255364,2.063948958171,NA,NA,29.7674026899488,33.0418169858431,"No Narrative"
20132689,"MN_IBI_Bugs","5",45.87345384,6,3,4,19,0,0,13,42,6,1,5,40.4761904761905,45.2380952380952,1.15026199151093,9.52380952380952,16.6666666666667,0,14.2857142857143,73.8095238095238,33.3333333333333,326,96.5986394557823,50.3067484662577,30.3680981595092,5.52147239263804,45.7055214723926,7.270962827139,7.270962827139,6.96609246568056,3.16204790736024,NA,0,NA,NA,NA,NA,1.37466307277628,9.72718101981051,4.41990054663186,0,0,4.25956105369716,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9094460659566,33.9094460659566,"No Narrative"
20152699,"MN_IBI_Bugs","4",47.01322741,9,6,6,19,0,2,21,45,11,0.477121254719662,9,46.6666666666667,42.2222222222222,86.6666666666667,6.66666666666667,13.3333333333333,0,24.4444444444444,55.5555555555556,20,329,100,54.7112462006079,18.8449848024316,0.0510058261170207,18.8449848024316,5.89936999855281,5.89936999855281,7.5833127426313,9.74522237056986,NA,NA,3.57142857142857,7.65739385065886,0.475599196954095,NA,NA,NA,NA,NA,NA,NA,NA,10,4.92649729345742,7.92481238945724,10,10,NA,NA,NA,NA,NA,NA,NA,71.8842664151573,71.8842664151573,"No Narrative"
20152704,"MN_IBI_Bugs","3",132.8399149,16,9,12,16,0.477121254719662,0.301029995663981,18,59,9,5,11,38.9830508474576,27.1186440677966,1.14648477094459,10.1694915254237,16.9491525423729,3.38983050847458,15.2542372881356,59.3220338983051,27.1186440677966,310,98.7654320987654,36.1290322580645,12.5806451612903,27.4193548387097,16.4516129032258,5.4147169080563,5.4147169080563,10,8.61939734249268,NA,6.13147153670067,NA,NA,NA,NA,10,2.74364363910229,4.29292447918607,4.99999992798029,4.61538461538462,7.36843444681219,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7712559876588,65.7712559876588,"No Narrative"
20152713,"MN_IBI_Bugs","8",36.6972341,10,8,1,23,0,4,17,41,9,7,15,39.0243902439024,56.0975609756098,90.2439024390244,14.6341463414634,9.75609756097561,0,21.9512195121951,43.9024390243902,14.6341463414634,324,51.1627906976744,55.2469135802469,18.2098765432099,20.3703703703704,10.4938271604938,3.39516354250819,3.39516354250819,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72727272727273,NA,NA,NA,NA,5.83333333333333,4.28571428571429,NA,1.45232815964523,4.31707317073171,6.02616190006794,0,7.67593867235527,NA,NA,42.3178222491205,46.9727826965238,"No Narrative"
20152891,"MN_IBI_Bugs","8",11.84391538,10,9,5,25,1,2,21,46,13,6,12,30.4347826086957,54.3478260869565,84.7826086956522,13.0434782608696,15.2173913043478,2.17391304347826,28.2608695652174,50,10.8695652173913,321,78.0487804878049,41.1214953271028,34.5794392523364,17.1339563862928,17.4454828660436,5.82212418240417,5.82212418240417,NA,4.29849045407769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63636363636364,NA,NA,NA,NA,5,6.19047619047619,NA,5.79051383399209,3.52173913043478,3.04347826086956,2.27873484641327,9.29790382706105,NA,NA,43.0577001796883,47.794047199454,"No Narrative"
20196040,"MN_IBI_Bugs","5",123.0541943,5,4,4,20,0,0.477121254719662,20,43,6,0,3,37.2093023255814,46.5116279069767,1.12482867350555,13.953488372093,18.6046511627907,0,13.953488372093,79.0697674418605,32.5581395348837,321,53.125,48.2866043613707,19.6261682242991,4.04984423676012,30.2180685358255,7.34946163000762,7.34946163000762,7.47033909380597,2.93126200066026,NA,0,NA,NA,NA,NA,1.37466307277628,10,3.56492725457759,7.92481238945724,0.769230769230769,3.13076430767075,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1659988881789,41.1659988881789,"No Narrative"
